"","doc","sent_tokens","element_id","sentence_id","word_count","sentiment"
"3961",2017,"nonetheless, a more conducive business environment is necessary to attract even  greater fdi flows and help ensure the success of the “make in india” initiative.",503,1,25,1.314
"3962",2017,"in addition,  restrictions on foreign borrowing by firms were relaxed in 2015 and limits for foreign portfolio  investors’ (fpi) purchases of government bonds were increased in 2016.",504,1,25,-0.05
"3963",2017,"india’s external debt  remains low at 23 percent of gdp at end-june 2016, given that net external borrowing by indian  corporates was minimal in 2014/15 and 2015/16.",505,1,25,-0.15
"3964",2017,"further liberalization of external commercial  borrowings (ecbs) should proceed cautiously and be carefully monitored by the rbi, given  continuing corporate vulnerabilities.",506,1,21,0.141841628653395
"3965",2017,"42.",507,1,NA,0
"3966",2017,"in the event of a surge in global financial market volatility, india should continue to  rely on exchange rate flexibility as the main shock absorber.",508,1,25,0.14
"3967",2017,"as consistently advocated by   24 using staff’s average estimated income elasticity of exports of 1.5, in the absence of further measures to  enhance competiveness, india’s merchandise export growth will likely remain below 10 percent per annum (see m.",509,1,37,0.312358075880179
"3968",2017,"raissi and v.",510,1,3,0
"3969",2017,"tulin (2015), “price and income elasticity of indian exports: supply-side bottlenecks,” imf wp 15/161).",511,1,13,0
"3970",2017,"25 according to the world trade organization’s 2016 world tariff profile, india’s tariff rate (a simple average of  mfn tariff rates) is 13.4 percent for all products, 32.7 percent for agricultural products, and 10.1 percent for non agricultural products—in all three cases india’s rates are among the highest across emerging market economies.",512,1,51,-0.0490098029409803
"3971",2017,"international monetary fund 21  india  staff, to minimize disruptive movements in the currency divorced from fundamentals, continued  exchange rate flexibility could be accompanied by judicious fx intervention, either through spot  and forward markets, or via liquidity provision through swaps.",513,1,38,0.162221421130763
"3972",2017,"authorities’ views  43.",514,1,2,0
"3973",2017,"the authorities concurred with the assessment of the external position.",515,1,10,0.316227766016838
"3974",2017,"they were  broadly comfortable with the current level of reserves, but noted that the direction of reserves  would depend on developments in capital flows.",516,1,24,0.540928984864618
"3975",2017,"while the trade deficit was likely to widen due to  weakening terms of trade and remittances have declined, the current account deficit was expected  to remain relatively subdued and below its sustainable level, which they estimated at about  2<U+2153> percent of gdp.",517,1,41,-0.171791138077467
"3976",2017,"the authorities attributed recent export weakness mainly to sluggish external  demand.",518,1,11,-0.678400525299968
"3977",2017,"they were optimistic about scope to expand exports, given the country’s small global  market share, for which a number of supportive initiatives were being implemented in trade  facilitation and infrastructure, including the development of coastal employment zones.",519,1,38,0.462331050222673
"3978",2017,"the  authorities underscored their commitment to an open trade regime, noting that once agricultural  products are excluded, india’s tariffs were broadly comparable to those of other emerging market  peers.",520,1,30,0.0730296743340221
"3979",2017,"the authorities expressed concern that india is confronting rising non-tariff barriers in  export markets, though the country had refrained from increasing import restrictions except for  anti-dumping measures.",521,1,29,-0.399244977080662
"3980",2017,"e.",522,1,1,0
"3981",2017,"structural policies to boost growth and employment   44.",523,1,7,0.377964473009227
"3982",2017,"india has made considerable  progress on both the pace and the  composition of reforms.",524,1,14,0.4409810491555
"3983",2017,"while the pace of  reform has decelerated for most of the  countries presented in oecd’s responsiveness  indicator, india was one of a few countries to   structural reforms responsiveness indicator  (2011-2015 average) 0.6  0.5  0.4  0.3  0.2  0.1  0  l  s  y  y  a  a  e  y  a  a  a  a  a  retain the reform momentum in recent years.",525,1,51,0.0364072821847282
"3984",2017,"n  n  d  l i a i i i i e c c l e e a n n n s i a t a i d b g r a k n a t r a e p a i r f r l h n u p o a t a i t m t n a u m r s c a j k s r s r o o f e t l u in 2016, india continued advancing a broad   o e h d z d o t p a g n e c u i t w i o e n s n u range of important reforms, particularly fiscal,  monetary and financial, as well as trade and  factor market reforms (see annex i).",525,2,129,0.312560071745596
"3985",2017,"advanced economies emerging economies source: oecd  note: oecd produces a reform responsiveness indicator that measures the extent of reform in five broad  areas: (i) product and labor market regulations, (ii) human capital formation, (iii) tax and benefits systems,  (iv) trade and investment regulation, and (v) innovation policies.",526,1,47,0.379248977894526
"3986",2017,"the reform responsiveness indicator reflects  the share of policy recommendations from oecd's ""going for growth"" reports on which the country has  taken significant action.",527,1,24,0.642991057480584
"3987",2017,"45.",528,1,NA,0
"3988",2017,"among the long agenda of reforms, labor market reforms should take increasing  priority.",529,1,13,0.499230176602706
"3989",2017,"the reform agenda includes addressing long-standing supply bottlenecks, labor and  product market reforms, and improving the business climate.26 a comprehensive package of  structural reforms remains the preferred approach, with priority given to labor market reforms to  facilitate greater and better quality job creation, and enhance the impact of recent product market  reforms.",530,1,53,1.18130084995873
"3990",2017,"building on recent progress, key necessary measures include:   26 see imf india article iv staff reports of 2014, 2015 and 2016 for additional details.",531,1,20,0.380131556174964
"3991",2017,"such policy priorities for  india have also been identified in the oecd 2016 report going for growth.",532,1,16,0.125
"3992",2017,"22 international monetary fund   india  · labor market reforms.",533,1,7,0.302371578407382
"3993",2017,"greater labor market flexibility and product market competition remain  essential to create jobs and raise growth.",534,1,16,0.5125
"3994",2017,"more specifically, reforms to the industrial disputes act  (ida) of 1947—which requires firms employing 100 or more workers to obtain government  permission for layoffs, retrenchments, and closures—along with reforms to various restrictive  clauses under the factories act of 1948, are key.",535,1,40,0.189736659610103
"3995",2017,"in addition, reducing the numbers of labor laws,  currently numbering around 250 at central and state level (these govern different aspects of the  labor market such as minimum wages, resolution of industrial disputes, conditions for hiring and  firing workers, and conditions for the closure of establishments), is also essential.",536,1,48,-0.0288675134594813
"3996",2017,"such reforms are  key to increasing the employment of women, broadening the manufacturing base, and taking  advantage of india’s favorable demographics by increasing employment in the formal sector of  the economy.",537,1,32,0.362392225358106
"3997",2017,"they are also of highest priority from a sequencing perspective, as they can enhance  the positive impact of other structural reforms, strengthen the effectiveness of macroeconomic  policy, and also help boost ongoing economic recovery (see selected issues chapter vii).",538,1,39,0.520416499866533
"3998",2017,"· land reforms.",539,1,2,0.565685424949238
"3999",2017,"streamlining and expediting land acquisition and simplification of procedures, at  both the center and state levels, remain a priority, including to facilitate and expedite infrastructure  development.",540,1,26,0.382426463519459
"4000",2017,"· power reforms.",541,1,2,0.565685424949238
"4001",2017,"building on the uday scheme for state power distribution companies, the policy  focus should now switch to implementing measures to improve the operational efficiency of the  state power distribution companies, including reducing transmission losses and raising power  tariffs when needed.",542,1,40,0.308322071866417
"4002",2017,"energy price reforms should consider regulatory policies for reducing fossil  fuel use in india, including to aid achievement of india’s climate change commitments (see  selected issues chapter viii).",543,1,29,0.306397307992136
"4003",2017,"· gender-focused reforms.",544,1,3,0.808290376865476
"4004",2017,"improvements in infrastructure—such as wider sanitation coverage,  easier access to roads and drinking water—that lower females’ home care burden are key to  increasing india’s female labor force participation that will help india achieve its economic   growth potential (see box 6).",545,1,42,0.478340384882485
"4005",2017,"moreover,  making amendments to and strengthening  90  implementation of various gender-specific  80  labor laws and investing in gender  70  targeted skills training programs are  60  needed to increase female employment in  50  better quality jobs in the formal sector.",546,1,35,0.473286382647969
"4006",2017,"40  30  strengthening the implementation and  20  awareness of females’ land inheritance  10  rights and financial literacy programs  0  could help address remaining constraints  to their usage (see box 7 and selected  issues chapters ix and x).",547,1,31,0.0179605302026775
"4007",2017,"india: female versus male labor force participation (in percent)  male female  1990 2000 2006 2007 2008 2009 2010 2011 2012 2013 2014 2015 source: national sample survey organisation (nsso), goverment of india.",548,1,20,0.0335410196624968
"4008",2017,"· strengthening the business climate.",549,1,4,0.25
"4009",2017,"both union and state governments are making strong  efforts to improve india’s business climate, and these should continue.",550,1,19,0.378535960886427
"4010",2017,"in particular, staff    international monetary fund 23  india  welcomes the authorities’ efforts to improve india’s ranking on the world bank’s doing  business indicators, particularly in the underperforming areas of resolving insolvency and  enforcing contracts.",551,1,35,0.302565223192809
"4011",2017,"staff supports the recent introduction of state-based doing business  indicators, which will continue to encourage cross-state competition in attracting domestic  and foreign investment (see selected issues chapter xi).",552,1,30,0.127801930084539
"4012",2017,"46.",553,1,NA,0
"4013",2017,"agricultural sector reforms remain a policy priority for the government, but the  pace of implementation has been slow.",554,1,18,0.0795495128834866
"4014",2017,"the agricultural sector contributes around 15 percent  of india’s gdp, and provides employment for about half of the indian labor force.",555,1,21,-0.218217890235992
"4015",2017,"some of the  recent agricultural policy initiatives undertaken by the modi government include: the assured  irrigation initiative under the pradhan mantri krishi sinchayee yojana launched in july 2015; the  comprehensive crop insurance scheme pradhan mantri fasal bima yojana launched in february  2016; and the common electronic trading platform for national agriculture market (e-nam)  launched in april 2016, which aims to integrate 585 wholesale markets across india by march,  2018.",556,1,65,0.2976833630141
"4016",2017,"these arrangements are expected to reduce production risk and improve the  competitiveness of agricultural markets.",557,1,15,0.0516397779494322
"4017",2017,"47.",558,1,NA,0
"4018",2017,"while these agricultural policy measures are welcome, much more needs to be done  to address inherent long-term structural bottlenecks and help ease food inflation pressures.",559,1,26,0.251028652976876
"4019",2017,"building on recent progress, key measures should include:   · food procurement reforms.",560,1,11,0.799005063131074
"4020",2017,"the reforms should include a revamp of government procurement  processes and the public distribution system (pds) for food.",561,1,18,0.306412938514171
"4021",2017,"while the system of minimum  support prices (backed by assured procurement) can help stabilize markets during periods of  weak production or excess supply, it should be limited to correcting market failures.",562,1,31,0.0987829161147262
"4022",2017,"past hikes  in procurement prices for rice and wheat, combined with the government’s massive cereal  stockpiling, have resulted in market distortions (including a shortfall in the production of  legumes) and episodes of high food inflation.",563,1,36,-0.0933333333333333
"4023",2017,"implementing the recommendations of the  shanta kumar high level committee (hlc) on restructuring the role of the food corporation  of india (fci)—including outsourcing of cereal procurement and stocking operations currently  under the fci to the states and various agencies; better price support for pulses and oilseeds;  introducing cash transfers; and setting up vigilance committees to check leakages in the  pds—would improve the efficiency of the entire food grain management system.27  · reforms to the essential commodities act (eca) and state-level agricultural produce marketing  committee (apmc) act.",564,1,88,0.85386886900422
"4024",2017,"these acts are the key regulatory pillars empowering the central and  state governments to regulate and control production, distribution, marketing and pricing of  commodities identified as essential for consumers.",565,1,29,0.00928476690885259
"4025",2017,"while the intention of these acts was to  ensure that farmers were offered fair and transparent prices, it has led to multiple market  intermediaries operating between the farmer and the consumer leading to market price  manipulations, and higher prices for consumers while farmers continue to receive meager  returns (see selected issues chapter xii).",566,1,53,0.075548310171779
"4026",2017,"reforms pertaining to marketing in agriculture, in  line with niti (national institution for transforming india) aayog’s recommendations to   27 see 2016 india article iv staff report and shanta kumar committee report on fci reforms and food security.",567,1,36,0.466666666666667
"4027",2017,"24 international monetary fund   india  liberalize markets by giving farmers more flexibility in the distribution and marketing of their  produce, will help raise the competitiveness, efficiency and transparency in state agriculture  markets.28  · subsidized water and other agricultural inputs.",568,1,37,0.476757063185536
"4028",2017,"the government provides subsidies to the  agriculture sector through free or cheap water, electricity and fertilizers.",569,1,16,-0.125
"4029",2017,"this has had a large  negative impact on ground-water levels, soil fertility and production efficiency for both inputs  and outputs in agriculture.",570,1,23,0.0312771621085612
"4030",2017,"input subsidies to farmers should be administered through direct  cash transfers rather than underpricing of agricultural inputs, in accordance with the  recommendations of the kumar hlc, and be directed towards small-scale farmers.",571,1,33,0.208893187146837
"4031",2017,"authorities’ views  48.",572,1,2,0
"4032",2017,"the authorities highlighted the progress made in facilitating investments in road,  power and coal sectors, furthering their important reform agenda, and expressed a strong  commitment to continue strengthening public service delivery and enhancing the business  environment.",573,1,36,0.708333333333333
"4033",2017,"they highlighted the significant gains in targeted delivery of services through  application of direct benefit transfer to flagship welfare schemes and subsidy programs.",574,1,23,0.600521512484375
"4034",2017,"they  expected that the ongoing shift toward a systematic evaluation and monitoring of outcomes,  rather than inputs and processes, would deliver improvements in the quality and effectiveness of  public policies and services.",575,1,32,0.424264068711928
"4035",2017,"at the level of states, the publication and ranking of policy outcomes  was generating reform momentum through cross-state competition and dissemination of best  practices.",576,1,25,0.2
"4036",2017,"the authorities pointed to ongoing reform efforts in many priority areas.",577,1,11,0.256284642891099
"4037",2017,"labor market  reforms were most effectively pursued at the level of states, with a few states already enacting  such reforms.",578,1,20,0.458393935387457
"4038",2017,"in their view, the objective should be to expand labor reforms to a critical mass of  states with a strong manufacturing base.",579,1,22,0.170560573084488
"4039",2017,"in the agricultural sector, the authorities noted that pilot  programs are underway to rationalize fertilizer subsidies, while the union government is working  with state governments to integrate agricultural markets across the country.",580,1,32,0.0795495128834866
"4040",2017,"f.",581,1,1,0
"4041",2017,"other issues   49.",582,1,2,-0.707106781186547
"4042",2017,"macroeconomic statistics are broadly adequate for surveillance but improvements  are needed in several areas.",583,1,14,0.721498448666781
"4043",2017,"priority should be given to developing price indices suitable for  deriving volume estimates for key economic activities in the national accounts and updating the  index of industrial production, particularly given its use in compiling national accounts statistics.",584,1,37,0.156179037940089
"4044",2017,"in  addition, efforts to back-cast the revised national accounts should be stepped up.",585,1,14,0
"4045",2017,"there is also  scope to improve the timely reporting and dissemination of fiscal performance of the states.",586,1,17,0.400183781309949
"4046",2017,"the  authorities should take advantage of the impending establishment of sarttac to obtain  technical assistance in enhancing the quality of indian national accounts statistics.",587,1,24,0.398042083202267
"4047",2017,"28 in october 2016, niti aayog launched an index to rank states based on initiatives taken by them in  implementing farm sector reforms.",588,1,21,0.229128784747792
"4048",2017,"the index ranges from a score of 0 (no reforms at all) to 100 (complete  implementation of reforms) and is based on three major parameters—reforms in agriculture marketing, land  reforms, and reforms related to agro-forestry.",589,1,35,0.473286382647969
"4049",2017,"while maharashtra achieved the highest rank (with a score of 82),  almost two thirds of india’s 29 states have made slow progress with an index score below 50.",590,1,26,0.0196116135138184
"4050",2017,"international monetary fund 25  india  staff appraisal   50.",591,1,6,0.265361388801511
"4051",2017,"the indian economy has recorded strong growth in the past few years, helped by  terms of trade gains, implementation of key structural reforms, and reduced external  vulnerabilities.",592,1,27,0.442635206378713
"4052",2017,"a halving of global oil prices, sound macroeconomic management, and  continuous efforts to tackle supply-side bottlenecks have been key to india’s ongoing growth  recovery and macroeconomic stability.",593,1,29,0.334251608718693
"4053",2017,"despite a weak global environment, the important  structural reforms initiated over the past two years will help india continue to stand out among  the world’s fastest growing ems.",594,1,29,0.640648916710829
"4054",2017,"51.",595,1,NA,0
"4055",2017,"while the medium-term growth outlook remains favorable, the economy faces near term challenges.",596,1,14,0.267261241912424
"4056",2017,"in fy2017/18 economic growth is expected to rebound from a temporary  slowdown caused by the currency exchange initiative, which is adversely affecting private  consumption, the key growth driver of the past few years.",597,1,33,0.174077655955698
"4057",2017,"the investment recovery is expected to  remain modest and uneven across sectors as deleveraging continues and industrial capacity  utilization picks up.",598,1,21,0.109108945117996
"4058",2017,"the balance of risks is tilted to the downside.",599,1,9,-0.05
"4059",2017,"a key downside risk is the  currency exchange initiative which will likely have medium-term positive benefits in curtailing tax  evasion, but may have a larger-than-anticipated negative impact on the economy in the near term  through weaker private consumption.",600,1,41,-0.614934187436386
"4060",2017,"additional risks include renewed global market volatility,  uncertainty in design and implementation of the gst, and continued weak corporate and public  bank balance sheets.",601,1,24,0.0102062072615966
"4061",2017,"prominent upside risks include lower-for-longer energy prices and enhanced  investor confidence accompanying structural reforms.",602,1,16,0.8625
"4062",2017,"52.",603,1,NA,0
"4063",2017,"action is needed to quickly restore cash in circulation and avoid payment  disruptions.",604,1,13,0.208012573584461
"4064",2017,"the authorities should continue to enhance the supply of new banknotes, and if  needed consider extending or expanding targeted temporary exemptions, including on use of old  banknotes, particularly for rural and remote areas.",605,1,33,0.400378608698105
"4065",2017,"while the financial system is expected to  weather the currency exchange-induced temporary growth slowdown, the authorities should  remain vigilant given the potential further build-up of npas and elevated corporate sector  vulnerabilities, and ensure prudent support to the economic sectors affected by the currency  exchange initiative.",606,1,47,0.495940971092841
"4066",2017,"53.",607,1,NA,0
"4067",2017,"despite a strong policy push for balance sheet clean up, elevated corporate sector  vulnerabilities continue to pose risks to the soundness of public banks.",608,1,24,0.510310363079829
"4068",2017,"while india’s financial  system is generally sound, the rbi should continue to ensure full recognition of non-performing  assets on banks’ balance sheets and increase provisioning requirements as needed.",609,1,30,0.511207720338155
"4069",2017,"the successful  implementation of the aqr process, the new bankruptcy code, and additional debt recovery  mechanisms will bridge critical gaps in the resolution of bank asset quality distress and enhance  financial stability.",610,1,32,0.212132034355964
"4070",2017,"augmenting capital buffers in public banks, strengthening the npa resolution  regime and public sector bank governance reform, as well as further measures to develop  corporate debt markets, are key to enhancing the financial system’s ability to contribute to  growth.",611,1,40,0.442718872423573
"4071",2017,"india’s strong efforts in enhancing financial inclusion should continue to be facilitated by  new technologies and greater use of electronic payment technologies.",612,1,23,0.437880269519857
"4072",2017,"26 international monetary fund   india  54.",613,1,4,0.2
"4073",2017,"monetary policy credibility has strengthened, yet achieving a low and stable rate of  inflation in the medium-term hinges on further supply-side reforms and continued fiscal  consolidation.",614,1,28,0.680336051416609
"4074",2017,"the recent formalization of the flexible inflation targeting regime and formation of  the monetary policy committee provide the institutional foundation for strong monetary policy  credibility.",615,1,25,0.7
"4075",2017,"the current monetary policy setting is consistent with inflation remaining within the  rbi’s medium-term inflation target band.",616,1,19,2.54702629954375e-17
"4076",2017,"however, inflation is likely to remain in the upper half of  the target band over the medium-term, mainly due to food supply constraints and sticky  household inflation expectations.",617,1,29,-0.0835629021796733
"4077",2017,"monetary policy should continue to be supported by fiscal  consolidation and agricultural reform measures to boost food supplies.",618,1,18,0.636396103067893
"4078",2017,"55.",619,1,NA,0
"4079",2017,"the authorities should press ahead with their longer-term objective of substantially  reducing fiscal deficits and the public debt burden.",620,1,20,0.0670820393249937
"4080",2017,"with continued delays in reaching  medium-term deficit targets, india’s public debt ratio is likely to remain high and fiscal policy  space remains limited.",621,1,25,-0.76
"4081",2017,"implementation of a robust gst, given its growth enhancing effects, and  further subsidy reforms should be key pillars of the authorities’ fiscal consolidation strategy.",622,1,24,0.367423461417477
"4082",2017,"building on their recent success in fuel subsidy reforms and efforts to enhance financial inclusion,  the authorities should continue to pursue better targeting and greater efficiency of subsidy and  social spending programs through use of direct benefit transfers.",623,1,38,0.794884963540737
"4083",2017,"to prevent pro-cyclicality of  fiscal policy and safeguard the quality of fiscal adjustment in the future, fiscal consolidation needs  to be accompanied by strengthening of fiscal responsibility and medium-term expenditure and  budget frameworks for both the union government and the states.",624,1,43,0.32024699769847
"4084",2017,"in the revised fiscal  responsibility framework, the authorities should consider anchoring the deficit path by a medium term public debt target, complemented by a nominal expenditure growth rule.",625,1,28,0
"4085",2017,"fiscal  consolidation will enable a gradual phasing-out of financial repression, which will help price  stability and lower the cost of credit for the private sector.",626,1,26,0.196116135138184
"4086",2017,"56.",627,1,NA,0
"4087",2017,"boosting exports and further enhancing the environment for attracting stable  capital flows are key challenges.",628,1,15,0.52930772398168
"4088",2017,"india’s external position remains broadly consistent with  fundamentals and the level of international reserves is assessed to be adequate.",629,1,20,0.469574275274956
"4089",2017,"nonetheless,  continued vigilance is needed given potential external shocks and global financial market  volatility.",630,1,14,0
"4090",2017,"exchange rate flexibility should remain the main shock absorber and could be  accompanied by judicious foreign exchange intervention given india’s increased reserve buffers.",631,1,24,0.244948974278318
"4091",2017,"as the external environment remains weak, the need to reduce trade barriers and support trade  liberalization has become even more pressing.",632,1,21,0
"4092",2017,"continued efforts to revamp the business climate  remain necessary to attract even greater fdi flows and help ensure the success of the “make in  india” initiative.",633,1,26,0.558930985143825
"4093",2017,"57.",634,1,NA,0
"4094",2017,"notwithstanding considerable progress made in the past two years, advancing  structural reforms remains essential for creating jobs and raising growth.",635,1,20,0.614918693812442
"4095",2017,"labor market reforms  should be at the top of india’s to-do list, given their ability to enhance the impact of recent product  market reforms, and help increase formal sector employment and the employment of women.",636,1,37,0.608276253029822
"4096",2017,"improvements in infrastructure, including wider sanitation coverage, are key to raising india’s female  labor force participation and potential growth.",637,1,20,0.42485291572496
"4097",2017,"strong efforts to improve india’s business climate and  to leverage and empower cross-state regulatory and economic competition will also help raise both   international monetary fund 27  india  foreign and domestic investment.",638,1,32,0.203293199591132
"4098",2017,"finally, much more needs to be done to address long-standing  structural bottlenecks and enhance market efficiency in the agricultural sector, which if successful  would help raise food availability and consumption, enhance returns to farmers, and support  macroeconomic stability by dampening food inflation pressures.",639,1,44,0.901518920287513
"4099",2017,"58.",640,1,NA,0
"4100",2017,"it is recommended that the next article iv consultation take place on the standard 12- month cycle.",641,1,16,0.125
"4101",2017,"28 international monetary fund   india  box 1.",642,1,5,0.178885438199983
"4102",2017,"currency withdrawal and exchange and its economic impact1  the government of india withdrew the legal tender status of all existing rs 500 and 1000  currency notes effective november 9, 2016, in a bid to nullify “black money” hoarded in cash,  address tax evasion, tackle counterfeiting, and curb financing of terrorism.",643,1,46,-0.0442325868464691
"4103",2017,"the initiative affected  notes with a total value of about rs 15 trillion (about 86 percent of all cash in circulation).",644,1,19,0.0917662935482247
"4104",2017,"defunct notes  could be deposited in unlimited amounts into bank accounts until end-2016, with large deposits (us$  4000 and above) expected to attract scrutiny of the tax authorities.",645,1,27,-0.00962250448649375
"4105",2017,"at the time of the withdrawal, the  roll out of a new series of rs 500 and 2000 notes was announced, but distribution of new currency notes  has proceeded slowly.",646,1,28,0.38505130687815
"4106",2017,"cash exchanges of defunct notes were allowed initially up to rs 4,500 (us$ 70)  but were later discontinued.",647,1,16,-0.3625
"4107",2017,"caps have been imposed on cash withdrawals by individuals and  corporations from their bank accounts, while check and electronic payments remain unaffected.",648,1,22,0.127920429813366
"4108",2017,"as  disruptions to payments arose, several temporary exemptions were granted to ease the cash crunch.",649,1,15,0.219469056285087
"4109",2017,"the exemptions aimed at easing transactions in some public offices and for the farming sector, as well  as making payments for public utility services and purchasing key primary products.",650,1,29,0.445668811624924
"4110",2017,"in this regard, the  success of the initiative also depends on the effective implementation of aml/cft safeguards,  particularly in the banking sector and the gold market.",651,1,27,0.683197818541057
"4111",2017,"payment transactions in india are primarily cash-based and electronic payments infrastructure is  limited.",652,1,14,-0.120267558860591
"4112",2017,"at end-2015, currency in circulation in india stood at about 12 percent of gdp, one of the   highest levels among countries covered in the bank for  international settlements’ committee on payments and  market infrastructure.",653,1,33,0
"4113",2017,"cash accounted for about three  quarters of the narrow money base, as a large number of  households rely on cash for everyday transactions.",654,1,23,0.291920179679905
"4114",2017,"number of payment cards, 2015  (per capita)  4.0  3.5  3.0  2.5  3.6  2.2 2.4  2.0  numbers of bank branches and atms per capita are   1.5  relatively low in india; few payment cards with a cash   1.0  0.5  0.5  function exist; and the average number of transactions  0.0  made with payments instruments per indian in 2015   1.4 1.7  totaled 11 transactions.",655,1,42,-0.00617213399848368
"4115",2017,"staff analysis suggests that, compared to the  october 2016 imf weo forecasts, cash shortages are  likely to slow fy2016/17 growth by about 1  percentage point and fy2017/18 growth by about  0.5 percentage points.",656,1,30,0.0273861278752583
"4116",2017,"a decline in currency supply can  be calibrated as a temporary tightening of monetary  conditions, using previous money demand studies for   india mexico russia turkey brazil china* source: bank for international settlements.",657,1,32,0
"4117",2017,"*china data is for 2014.",658,1,4,0
"4118",2017,"gdp growth forecast  (y/y percent change, gdp at market prices)  8.5  8.0  7.5  7.0  6.5  october 2016 weo  6.0  india.2 the currency shortage associated with the  5.5  current forecast  currency exchange, assumed to gradually unwind   7  6  5  4  7  6  5  4  8  7  6  5  7  6  5  4  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 - - - - - - - - - - - - - - - - r r r r c c c c p p p p n n n n a a a a e e e e e e e e u u u u through early 2017, corresponds to a substantial   j j j j s s s s d d d d m m m m source: imf staff estimates.",659,1,86,0.0539163866017192
"4119",2017,"tightening of monetary conditions in the initial weeks of the initiative, which eases as currency is  replaced.",659,2,17,0.242535625036333
"4120",2017,"consequently, based on the imf india quarterly projection model, gdp growth is expected to  slow to about 6 percent in the second half of fy2016/17, before gradually rebounding in the course of  fy2017/18.",660,1,32,0.114904851942814
"4121",2017,"an analysis of sectoral accounts that takes reliance on cash into account leads to similar  estimates of growth for fy2016/17 and fy2017/18.",661,1,22,0.298481002897855
"4122",2017,"1 prepared by svitlana maslova and volodymyr tulin.",662,1,7,0.188982236504614
"4123",2017,"2 s.",663,1,1,0
"4124",2017,"kumar (2014), “the varying interest elasticity and the cost of inflation in india,” applied economics letters.",664,1,15,-0.0903696114115064
"4125",2017,"international monetary fund 29  india  box 2.",665,1,5,0.178885438199983
"4126",2017,"ujwal discom assurance yojana (uday):   debt restructuring for power distribution companies1  while improvements in fuel supply, electricity generation, and transmission capacity have  occurred in india in recent years, distribution has remained problematic and become the  weak link in the electricity supply chain.",666,1,42,-0.123442679969674
"4127",2017,"electricity distribution in india occurs primarily through  inefficient and financially troubled state-owned power distribution companies (discoms).",667,1,17,-0.303169531295416
"4128",2017,"the  discoms experience operational losses2 for two main reasons: (i) aggregate technical and  commercial (at&c) losses, a part of which are losses in the process of transmission and  distribution (t&d), and (ii) electricity tariffs that are low considering the cost of procuring power.",668,1,45,-0.298142396999972
"4129",2017,"despite improvement in the past decade, india’s t&d losses, at almost 20 percent of generation,  are among the highest levels of t&d losses in the world.",669,1,28,-0.145516322108553
"4130",2017,"discoms have been funding operational  losses with debt carrying high interest rates, compounding their financial troubles.",670,1,16,-0.7225
"4131",2017,"transmission and distribution losses, 2013 2971727-45154 (in percent of output)  india  latin america & caribbean  sub-saharan africa  middle east & north africa  europe & central asia  world  east asia & pacific  0 5 10 15 20  source: world bank, world development indicators.",671,1,32,-0.14142135623731
"4132",2017,"in november 2015, the government of india launched the ujwal discom assurance yojana,  or uday scheme, aimed at turning around the financially stressed and generally inefficient  state-owned discoms.3 at the time, the discoms had together accumulated about rs 3.8  trillion in losses (3 percent of then-gdp) and rs 4.3 trillion in debt (3.4 percent of gdp) with  interest rates as high as 15 percent.",672,1,60,-0.180739222823013
"4133",2017,"financial losses are concentrated in several states, with losses  of the worst seven states accounting for almost 90 percent of total losses.",673,1,21,-0.493172431933343
"4134",2017,"1 prepared by sonali das.",674,1,4,0.25
"4135",2017,"2 aggregate technical losses refer to losses as power is transmitted through the distribution system, while  commercial losses result from theft of electricity or deficiencies in metering.",675,1,26,-0.666794859469826
"4136",2017,"3 uday plans a four-pronged approach to helping the discoms recover and become more efficient by: (i)  improving operational efficiencies of discoms; (ii) reducing the cost of power; (iii) reducing the interest cost of  discoms; and (iv) enforcing financial discipline on discoms by aligning their finances with state finances.",676,1,49,0.721428571428571
"4137",2017,"30 international monetary fund   india  box 2.",677,1,5,0.178885438199983
"4138",2017,"ujwal discom assurance yojana (uday):  debt restructuring for power distribution companies (concluded)  the key feature of the scheme is the restructuring of discom debt, whereby states that join  the scheme take over 75 percent of their discoms’ outstanding debt as of september 2015— 50 percent in fy2015/16 and 25 percent in 2016/17—funded by issuing state bonds in the market  or directly to the banks originally holding the discom debt.",678,1,65,-0.272876416096259
"4139",2017,"these ‘uday bonds’ would not count  towards states’ frbma prescribed borrowing limits of 3 percent of gross state domestic product  (gsdp).",679,1,20,-0.335410196624968
"4140",2017,"for the remaining 25 percent of outstanding discom debt, the holding banks would  convert the debt to loans with lower interest rate, i.e. not more than the bank’s base rate plus 10  basis points.",680,1,34,-0.0857492925712544
"4141",2017,"finally, with respect to the future financial losses of discoms, states would gradually  take over and fund the losses.4 these future losses would count towards the state deficit limits,  thereby giving states incentive to ensure an improvement in operations at discoms to prevent  future financial losses.",681,1,46,-0.221162934232346
"4142",2017,"a critical mass of states has joined uday and restructured the discom debt, relieving the  financial stress of these discoms.",682,1,20,-0.279508497187474
"4143",2017,"as of november 2016, nine states had issued uday bonds  amounting to rs 1,585 billion (or 50 percent of discom debt eligible for the scheme).",683,1,22,-0.0106600358177805
"4144",2017,"six  additional states and one union territory have signaled their intention to join the scheme, by  signing a tripartite agreement between the centre, the state government and the discom,  committing to a significant improvement in operations and thus financial performance.5   the focus should now turn to stronger reforms aimed at improving operational efficiency,  which is critical to the success of uday.",684,1,61,1.15361228819539
